Kode;Kategori;Deskripsi;Satuan;Harga Beli;Diskon Beli;Total Beli;Harga Jual;Diskon Jual;Total Jual;;
RJ26;POMPA AIR;"SUBMERSIBLE SMZ 232K 2""";PCS;1.835.862;100 %;1.835.862;2.000.000;0 %;2.000.000;;
RJ27;POMPA AIR;"SUBMERSIBLE SMZ 238K 2""";PCS;2.017.764;100 %;2.017.764;2.200.000;0 %;2.200.000;;
RJ28;POMPA AIR;"SUBMERSIBLE SMZ 311K 3""";PCS;2.015.194;100 %;2.015.194;2.200.000;0 %;2.200.000;;
RJ29;POMPA AIR;"SUBMERSIBLE SMZ 315K 3""[1/2hp]";PCS;2.210.544;100 %;2.210.544;2.400.000;0 %;2.400.000;;
RJ30;POMPA AIR;"SUBMERSIBLE SMZ 321K 3""[3/4hp]";PCS;2.459.016;100 %;2.459.016;2.600.000;0 %;2.600.000;;
 RJ31;POMPA AIR;"SUBMERSIBLE SMZ 327K 3"" / 1hp";PCS;3.000.000;0 %;3.000.000;3.000.000;0 %;3.000.000;;
RJ32;POMPA AIR;"SUBMERSIBLE SMZ 333K 3"" [ 11/2hp]";PCS;3.302.964;100 %;3.302.964;3.500.000;0 %;3.500.000;;
RJ33;POMPA AIR;"SUBMERSIBLE SMZ 413K 4""";PCS;4.305.191;100 %;4.305.191;4.300.000;0 %;4.300.000;;
RJ34;POMPA AIR;"SUBMERSIBLE SMZ 418K 4""";PCS;5.133.112;100 %;5.133.112;5.500.000;0 %;5.500.000;;
RJ35;POMPA AIR;"SUBMERSIBLE SMZ 423K 4""";PCS;6.105.389;100 %;6.105.389;6.500.000;0 %;6.500.000;;
RJ36;POMPA AIR;"SUBMERSIBLE SMZ 428K 4""";PCS;7.047.945;100 %;7.047.945;7.500.000;0 %;7.500.000;;
RJ58;POMPA AIR;SUBMERSIBLE WASSER1.5HPSDP315K;PCS;4.660.000;2000 %;4.660.000;3.800.000;0 %;3.800.000;;
RJ55;POMPA AIR;SUBMERSIBLE WASSER1/2HP SDP305;PCS;2.758.000;3000 %;2.758.000;2.250.000;0 %;2.250.000;;
RJ57;POMPA AIR;SUBMERSIBLE WASSER1HPSDP310;PCS;3.940.000;3000 %;3.940.000;3.000.000;0 %;3.000.000;;
RJ56;POMPA AIR;SUBMERSIBLE WASSER3/4HP SDP307;PCS;3.051.000;2000 %;3.051.000;2.650.000;0 %;2.650.000;;
RJ62;POMPA AIR;TANGKI JETPUMP;PCS;165.000;0 %;165.000;175.000;0 %;175.000;;
RJ1812;POMPA AIR;Wasser PB 318 EA Dorong;PCS;1.125.000;0 %;1.125.000;1.150.000;0 %;1.150.000;;
RJ1509;POMPA HCL;Control Box 4 1hp DYM So3 220v;PCS;250.000;0 %;250.000;250.000;0 %;250.000;;
RJ1730;POMPA HCL;Pompa Celup HCl Q2006;PCS;450.000;0 %;450.000;450.000;0 %;450.000;;
RJ1731;POMPA HCL;Pompa Celup HCL Q300B237;PCS;550.000;0 %;550.000;550.000;0 %;550.000;;
RJ1605;POMPA HCL;Submersible 0,5hp + Kabel 40m;1pcs;1.650.000;0 %;1.650.000;1.750.000;0 %;1.750.000;;
RJ1606;POMPA HCL;Submersible 0,75 Hp Kabel 50m;1pcs;2.040.000;0 %;2.040.000;2.300.000;0 %;2.300.000;;
RJ1607;POMPA HCL;Submersible 1 Hp + Kabel 60m;1pcs;2.390.000;0 %;2.390.000;2.500.000;0 %;2.500.000;;
RJ1507;POMPA HCL;Submersible 1,5hp non kabel Out 1,5;Pcs;1.870.000;0 %;1.870.000;2.250.000;0 %;2.250.000;;
RJ1608;POMPA HCL;Submersible 1hp+kabel 55m Out 1,5;1pcs;2.230.000;0 %;2.230.000;2.750.000;0 %;2.750.000;;
RJ1508;POMPA HCL;Submersible 2hp Non Kabel Out 1,5  / 1500watt;PCS;2.130.000;0 %;2.130.000;2.500.000;0 %;2.500.000;;
RJ1979;POMPA HCL;"Submersible Hcl 0,33 Hp 2""";PCS;1.400.000;0 %;1.400.000;1.400.000;0 %;1.400.000;;
RJ1995;Pompa Mc;Pompa Celup Mc;1pcs;475.000;0 %;475.000;475.000;0 %;475.000;;
RJ2009;Pompa Mc;Pompa Mc Submersibel 1.5hptanpa Kabel;Unit;2.300.000;0 %;2.300.000;2.400.000;0 %;2.400.000;;
RJ2010;Pompa Mc;Pompa Mc Submersibel 2 Hp Tanpa Kabel;Unit;2.500.000;0 %;2.500.000;2.650.000;0 %;2.650.000;;
RJ1996;Pompa Mc;Pompa Submersible Mc 05hp;1pcs;1.750.000;0 %;1.750.000;1.750.000;0 %;1.750.000;;
RJ2003;Pompa Mc;Submersible Mc 1hp;1pcs;2.650.000;0 %;2.650.000;2.650.000;0 %;2.650.000;;
RJ746;POWER;Fiting Large Radius Double Tee D2;PCS;20.000;0 %;20.000;25.000;0 %;25.000;;
RJ611;POWER;Fitting power Elbow 45 D3;PCS;18.590;2100 %;18.590;20.000;0 %;20.000;;
RJ615;POWER;Fitting Power ELBOW 45 D4;PCS;31.620;2100 %;31.620;35.000;0 %;35.000;;
RJ607;POWER;Fitting Power Large Radius Tee D4X3;PCS;63.030;2100 %;63.030;55.000;0 %;55.000;;
RJ747;POWER;Fitting Power P-Trap D2;PCS;17.000;0 %;17.000;20.000;0 %;20.000;;
RJ612;POWER;Fitting Power Y Branch D 4x2;PCS;44.850;2100 %;44.850;45.000;0 %;45.000;;
RJ614;POWER;Fitting Power Y Branch D2;PCS;16.370;2100 %;16.370;20.000;0 %;20.000;;
RJ613;POWER;Fitting Power Y Branch D4;PCS;73.330;2100 %;73.330;70.000;0 %;70.000;;
RJ610;POWER;Fitting Y Branch D 3x2;PCS;28.790;2100 %;28.790;30.000;0 %;30.000;;
RJ609;POWER;Fitting Y-branch D11/2;PCS;10.610;2100 %;10.610;12.000;0 %;12.000;;
RJ608;POWER;Fittinglarge Radius Tee D4;PCS;72.120;2100 %;72.120;65.000;0 %;65.000;;
RJ1870;POWER;Increaser 4x21/2 D;1pcs;17.346;1200 %;17.346;17.500;0 %;17.500;;
RJ712;POWER;Pipa Power Max 3D;PCS;109.300;1400 %;109.300;95.000;0 %;95.000;;
RJ1869;POWER;Power Kne 21/2D;1pcs;11.128;1200 %;11.128;10.000;0 %;10.000;;
RJ1867;POWER;Power Kne 3/4;1pcs;3.109;1200 %;3.109;3.000;0 %;3.000;;
RJ1868;POWER;Power Kne D2;1pcs;6.995;1200 %;6.995;7.500;0 %;7.500;;
RJ1845;Quat Pipa;"Quat 1""pipa";PCS;39.457;2800 %;39.457;28.500;0 %;28.500;;
RJ1843;Quat Pipa;"Quat 1/2""pipa";PCS;20.754;2800 %;20.754;16.000;0 %;16.000;;
RJ1865;Quat Pipa;"Quat 10"" Aw Pipa";PCS;1.250.000;0 %;1.250.000;1.250.000;0 %;1.250.000;;
RJ1854;Quat Pipa;Quat 10D Pipa;PCS;750.000;0 %;750.000;750.000;0 %;750.000;;
RJ1857;Quat Pipa;Quat 11/2 aw Pipa;PCS;50.000;0 %;50.000;50.000;0 %;50.000;;
RJ1846;Quat Pipa;Quat 11/2 D Pipa;PCS;42.105;2800 %;42.105;30.000;0 %;30.000;;
RJ1856;Quat Pipa;Quat 11/4 Aw Pipa;PCS;42.500;0 %;42.500;42.500;0 %;42.500;;
RJ1866;Quat Pipa;"Quat 12""aw Pipa";PCS;1.850.000;0 %;1.850.000;1.850.000;0 %;1.850.000;;
RJ1855;Quat Pipa;Quat 12D Pipa;PCS;1.100.000;0 %;1.100.000;1.100.000;0 %;1.100.000;;
RJ1858;Quat Pipa;"Quat 2""aw Pipa";PCS;62.500;0 %;62.500;62.500;0 %;62.500;;
RJ1859;Quat Pipa;"Quat 21/2""aw Pipa";PCS;90.000;0 %;90.000;90.000;0 %;90.000;;
RJ1848;Quat Pipa;Quat 21/2D Pipa;PCS;72.936;2800 %;72.936;52.500;0 %;52.500;;
RJ1847;Quat Pipa;Quat 2D Pipa;PCS;53.891;2800 %;53.891;40.000;0 %;40.000;;
RJ1860;Quat Pipa;"Quat 3""aw Pipa";PCS;125.000;0 %;125.000;125.000;0 %;125.000;;
RJ1849;Quat Pipa;"Quat 3""D Pipa";PCS;74.180;700 %;74.180;70.000;0 %;70.000;;
RJ1844;Quat Pipa;Quat 3/4 Pipa;PCS;28.696;2800 %;28.696;21.000;0 %;21.000;;
RJ1861;Quat Pipa;"Quat 4"" Aw Pipa";PCS;215.000;0 %;215.000;215.000;0 %;215.000;;
RJ1850;Quat Pipa;Quat 4D Pipa;PCS;116.270;700 %;116.270;110.000;0 %;110.000;;
RJ1862;Quat Pipa;"Quat 5""aw Pipa";PCS;375.000;0 %;375.000;375.000;0 %;375.000;;
RJ1851;Quat Pipa;Quat 5D Pipa;PCS;185.000;0 %;185.000;185.000;0 %;185.000;;
RJ1863;Quat Pipa;"Quat 6"" Aw Pipa";PCS;550.000;0 %;550.000;55.000;0 %;55.000;;
RJ1852;Quat Pipa;Quat 6D Pipa;PCS;275.000;0 %;275.000;275.000;0 %;275.000;;
RJ1864;Quat Pipa;"Quat 8""aw Pipa";PCS;850.000;0 %;850.000;850.000;0 %;850.000;;
RJ1853;Quat Pipa;Quat 8D Pipa;PCS;500.000;0 %;500.000;500.000;0 %;500.000;;
RJ1836;Rucika;Kni Polos 1/2x3/4;1pcs;5.500;0 %;5.500;6.000;0 %;6.000;;
RJ1837;Rucika;Kni Polos 1x3/4;1pcs;6.000;0 %;6.000;7.500;0 %;7.500;;
RJ772;Rucika;Pipa 1 Aw;PCS;49.700;2200 %;49.700;40.000;0 %;40.000;;
RJ769;Rucika;Pipa 1/2 Abu Jis;PCS;48.500;1500 %;48.500;55.000;0 %;55.000;;
RJ770;Rucika;Pipa 1/2 Aw;PCS;26.800;2200 %;26.800;22.000;0 %;22.000;;
RJ790;Rucika;Pipa 10 D;PCS;1.118.400;1500 %;1.118.400;950.000;0 %;950.000;;
RJ774;Rucika;Pipa 11/2 Aw;PCS;85.200;2200 %;85.200;72.500;0 %;72.500;;
RJ782;Rucika;Pipa 11/2 D;PCS;52.700;2000 %;52.700;43.500;0 %;43.500;;
RJ773;Rucika;Pipa 11/4 Aw;PCS;74.200;2200 %;74.200;60.000;0 %;60.000;;
RJ781;Rucika;Pipa 11/4 D;PCS;46.600;2200 %;46.600;38.500;0 %;38.500;;
RJ791;Rucika;Pipa 12 D;PCS;1.569.700;1500 %;1.569.700;1.350.000;0 %;1.350.000;;
RJ775;Rucika;Pipa 2 Aw;PCS;108.900;2200 %;108.900;92.500;0 %;92.500;;
RJ784;Rucika;Pipa 21/2  D;PCS;91.200;2200 %;91.200;75.000;0 %;75.000;;
RJ776;Rucika;Pipa 21/2 Aw;PCS;158.700;2200 %;158.700;130.000;0 %;130.000;;
RJ783;Rucika;Pipa 2D;PCS;67.500;2200 %;67.500;55.000;0 %;55.000;;
RJ777;Rucika;Pipa 3 Aw;PCS;223.500;2200 %;223.500;180.000;0 %;180.000;;
RJ785;Rucika;Pipa 3 D;PCS;121.000;2200 %;121.000;100.000;0 %;100.000;;
RJ771;Rucika;Pipa 3/4 Aw;PCS;36.300;2200 %;36.300;16.000;0 %;16.000;;
RJ778;Rucika;Pipa 4 Aw;PCS;370.300;2200 %;370.300;295.000;0 %;295.000;;
RJ786;Rucika;Pipa 4 D;PCS;190.300;2200 %;190.300;160.000;0 %;160.000;;
RJ779;Rucika;Pipa 5 Aw;PCS;586.500;2000 %;586.500;475.000;0 %;475.000;;
RJ787;Rucika;Pipa 5 D;PCS;292.900;2000 %;292.900;250.000;0 %;250.000;;
RJ780;Rucika;Pipa 6 Aw;PCS;822.500;2000 %;822.500;700.000;0 %;700.000;;
RJ788;Rucika;Pipa 6 D;PCS;386.200;2000 %;386.200;350.000;0 %;350.000;;
RJ789;Rucika;Pipa 8 D;PCS;679.000;1500 %;679.000;580.000;0 %;580.000;;
RJ661;Sambungan Besi; Double Sok1 Besi  Galunggung;PCS;12.500;0 %;12.500;15.000;0 %;15.000;;
RJ1153;Sambungan Besi;45 L 11/2 KNIE 45 11/2 G GALVANIS;PCS;35.000;0 %;35.000;45.000;0 %;45.000;;
RJ1152;Sambungan Besi;45 L 11/4 KNIE 45 G GALVANIS;PCS;30.000;0 %;30.000;40.000;0 %;40.000;;
RJ679;Sambungan Besi;Dop Drat Dalam 1 Besi;PCS;12.000;0 %;12.000;15.000;0 %;15.000;;
RJ677;Sambungan Besi;Dop Drat Dalam 1/2 Besi;PCS;10.000;0 %;10.000;10.000;0 %;10.000;;
RJ678;Sambungan Besi;Dop Drat Dalam 3/4 Besi;PCS;12.000;0 %;12.000;12.000;0 %;12.000;;
RJ682;Sambungan Besi;Dop Drat Luar 1 besii;PCS;9.000;0 %;9.000;10.000;0 %;10.000;;
RJ681;Sambungan Besi;Dop Drat Luar 3/4 /pluq Besi;PCS;10.000;0 %;10.000;10.000;0 %;10.000;;
RJ680;Sambungan Besi;Dop Drat Luar/pluq 1/2 Besi;PCS;6.500;0 %;6.500;7.500;0 %;7.500;;
RJ646;Sambungan Besi;Double Neple 1 Besi Galunggung;PCS;12.500;0 %;12.500;15.000;0 %;15.000;;
RJ644;Sambungan Besi;Double Neple 1/2 Besi Galunggung;PCS;8.500;0 %;8.500;10.000;0 %;10.000;;
RJ648;Sambungan Besi;Double Neple 11/2 Besi Galunggung;PCS;22.500;0 %;22.500;25.000;0 %;25.000;;
RJ647;Sambungan Besi;Double Neple 11/4 Besi Galunggung;PCS;16.000;0 %;16.000;18.000;0 %;18.000;;
RJ1696;Sambungan Besi;"Double Neple 11/4x1""besi";1pcs;25.000;0 %;25.000;30.000;0 %;30.000;;
RJ1695;Sambungan Besi;Double Neple 1x1/2 Besi;1pcs;15.000;0 %;15.000;17.500;0 %;17.500;;
RJ1694;Sambungan Besi;Double Neple 1x3/4 Besi;1pcs;15.000;0 %;15.000;17.500;0 %;17.500;;
RJ649;Sambungan Besi;Double Neple 2 Besi Galunggung;PCS;47.500;0 %;47.500;50.000;0 %;50.000;;
RJ1680;Sambungan Besi;"Double Neple 21/2""";1pcs;55.000;0 %;55.000;60.000;0 %;60.000;;
RJ645;Sambungan Besi;Double Neple 3/4 Besi Galunggung;PCS;9.000;0 %;9.000;11.000;0 %;11.000;;
RJ1693;Sambungan Besi;Double Neple 3/4x1/2 Besi;1pcs;12.000;0 %;12.000;15.000;0 %;15.000;;
RJ1681;Sambungan Besi;"Double Neple Besi 3""";1pcs;90.000;0 %;90.000;100.000;0 %;100.000;;
RJ1682;Sambungan Besi;"Double Neple Besi 4""";1pcs;150.000;0 %;150.000;165.000;0 %;165.000;;
RJ659;Sambungan Besi;Double Sok 1/2 Besi Galunggung;PCS;8.500;0 %;8.500;10.000;0 %;10.000;;
RJ663;Sambungan Besi;Double Sok 11/2 Besi  Galunggung;PCS;20.000;0 %;20.000;25.000;0 %;25.000;;
RJ662;Sambungan Besi;Double Sok 11/4 Besi  Galunggung;PCS;16.000;0 %;16.000;18.000;0 %;18.000;;
RJ664;Sambungan Besi;Double Sok 2 Besi  Galunggung;PCS;40.000;0 %;40.000;45.000;0 %;45.000;;
RJ660;Sambungan Besi;Double Sok 3/4 Besi Galunggung;PCS;8.500;0 %;8.500;10.000;0 %;10.000;;
;; Double Sok1 Besi  Galunggung;;;;;;;;;
RJ1698;Sambungan Besi;"Elbow 11/2(45"")besi";1pcs;32.500;0 %;32.500;35.000;0 %;35.000;;
RJ1699;Sambungan Besi;"Elbow 2""(45"")besi";1pcs;50.000;0 %;50.000;60.000;0 %;60.000;;
RJ1697;Sambungan Besi;"Elbow11/4( 45"") Besi";1pcs;27.500;0 %;27.500;30.000;0 %;30.000;;
RJ676;Sambungan Besi;Flukring 1/2x3/4 Besi;PCS;10.000;0 %;10.000;10.000;0 %;10.000;;
RJ1724;Sambungan Besi;KLEM SADL BESI 4 X 1/2 ;PCS;65.000;0 %;65.000;70.000;0 %;70.000;;
RJ1267;Sambungan Besi;Klem Sadle 11/2x 1;1pcs;27.500;0 %;27.500;27.500;0 %;27.500;;
RJ671;Sambungan Besi;Klem Sadle 11/2x1 Hitam Biasa;PCS;25.000;0 %;25.000;25.000;0 %;25.000;;
RJ668;Sambungan Besi;Klem Sadle 11/2x1/2;PCS;27.500;0 %;27.500;27.500;0 %;27.500;;
RJ1266;Sambungan Besi;Klem Sadle 1x1/2ardian;1pcs;25.000;0 %;25.000;25.000;0 %;25.000;;
RJ669;Sambungan Besi;Klem Sadle 2x1/2 Besi  Galunggung;PCS;30.000;0 %;30.000;30.000;0 %;30.000;;
RJ670;Sambungan Besi;Klem Sadle 3x1/2 Besi  Galunggung;PCS;50.000;0 %;50.000;50.000;0 %;50.000;;
RJ1684;Sambungan Besi;"Kne 3"" Besi";1pcs;125.000;0 %;125.000;150.000;0 %;150.000;;
RJ1685;Sambungan Besi;"Kne 4"" Besi";1pcs;250.000;0 %;250.000;275.000;0 %;275.000;;
RJ652;Sambungan Besi;Knee 1 Besi Galunggung;PCS;15.000;0 %;15.000;20.000;0 %;20.000;;
RJ650;Sambungan Besi;Knee 1/2 Besi Galunggung;PCS;7.500;0 %;7.500;10.000;0 %;10.000;;
RJ654;Sambungan Besi;Knee 11/2 Besi Galunggung;PCS;25.000;0 %;25.000;30.000;0 %;30.000;;
RJ653;Sambungan Besi;Knee 11/4 Besi Galunggung;PCS;22.500;0 %;22.500;25.000;0 %;25.000;;
RJ1683;Sambungan Besi;Knee 21/2 Besi;1pcs;85.000;0 %;85.000;90.000;0 %;90.000;;
RJ655;Sambungan Besi;Knee 2Besi Galunggung;PCS;55.000;0 %;55.000;60.000;0 %;60.000;;
RJ651;Sambungan Besi;Knee 3/4Besi Galunggung;PCS;10.000;0 %;10.000;12.000;0 %;12.000;;
RJ1268;Sambungan Besi;Las Boch 11/2 Sch 40(tebal) ;1pcs;50.000;0 %;50.000;50.000;0 %;50.000;;
RJ1269;Sambungan Besi;"Las Boch 2"" Sch 40(tebal)";1pcs;50.000;0 %;50.000;50.000;0 %;50.000;;
RJ1270;Sambungan Besi;Las Boch 21/2 Sch 40 (tebal);1pcs;85.000;0 %;85.000;85.000;0 %;85.000;;
RJ1271;Sambungan Besi;"Las Boch 3"" Sch 40(tebal)";1pcs;135.000;0 %;135.000;135.000;0 %;135.000;;
RJ1083;Sambungan Besi;R S /v Sok 1x1/2 Besi;PCS;15.000;0 %;15.000;17.500;0 %;17.500;;
RJ1615;Sambungan Besi;Reducing Socket 1/2x1/4;PCS;7.000;0 %;7.000;8.000;0 %;8.000;;
RJ1616;Sambungan Besi;Reducing Socket 1/2x3/8;PCS;7.000;0 %;7.000;8.000;0 %;8.000;;
RJ1625;Sambungan Besi;Reducing Socket 11/2x1;PCS;22.000;0 %;22.000;25.000;0 %;25.000;;
RJ1623;Sambungan Besi;Reducing Socket 11/2x1/2;PCS;22.000;0 %;22.000;25.000;0 %;25.000;;
RJ1626;Sambungan Besi;Reducing Socket 11/2x11/4;PCS;22.000;0 %;22.000;25.000;0 %;25.000;;
RJ1624;Sambungan Besi;Reducing Socket 11/2x3/4;PCS;22.000;0 %;22.000;25.000;0 %;25.000;;
RJ1622;Sambungan Besi;Reducing Socket 11/4x1;PCS;18.500;0 %;18.500;20.000;0 %;20.000;;
RJ1620;Sambungan Besi;Reducing Socket 11/4x1/2;PCS;18.500;0 %;18.500;20.000;0 %;20.000;;
RJ1621;Sambungan Besi;Reducing Socket 11/4x3/4;PCS;18.500;0 %;18.500;20.000;0 %;20.000;;
RJ1618;Sambungan Besi;Reducing Socket 1x1/2;PCS;15.000;0 %;15.000;25.000;0 %;25.000;;
RJ1619;Sambungan Besi;Reducing Socket 1x3/4;PCS;12.500;0 %;12.500;13.500;0 %;13.500;;
RJ1634;Sambungan Besi;Reducing Socket 21/2x1;PCS;65.000;0 %;65.000;70.000;0 %;70.000;;
RJ1632;Sambungan Besi;Reducing Socket 21/2x1/2;PCS;65.000;0 %;65.000;70.000;0 %;70.000;;
RJ1636;Sambungan Besi;Reducing Socket 21/2x11/2;PCS;65.000;0 %;65.000;70.000;0 %;70.000;;
RJ1635;Sambungan Besi;Reducing Socket 21/2x11/4;PCS;65.000;0 %;65.000;70.000;0 %;70.000;;
RJ1637;Sambungan Besi;Reducing Socket 21/2x2;PCS;65.000;0 %;65.000;70.000;0 %;70.000;;
RJ1633;Sambungan Besi;Reducing Socket 212x3/4;PCS;65.000;0 %;65.000;70.000;0 %;70.000;;
RJ1629;Sambungan Besi;Reducing Socket 2x1;PCS;35.000;0 %;35.000;40.000;0 %;40.000;;
RJ1627;Sambungan Besi;Reducing Socket 2x1/2;PCS;35.000;0 %;35.000;40.000;0 %;40.000;;
RJ1631;Sambungan Besi;Reducing Socket 2x11/2;PCS;35.000;0 %;35.000;40.000;0 %;40.000;;
RJ1630;Sambungan Besi;Reducing Socket 2x11/4;PCS;35.000;0 %;35.000;40.000;0 %;40.000;;
RJ1628;Sambungan Besi;Reducing Socket 2x3/4;PCS;35.000;0 %;35.000;40.000;0 %;40.000;;
RJ1617;Sambungan Besi;Reducing Socket 3/4x1/2;PCS;9.750;0 %;9.750;10.000;0 %;10.000;;
RJ1614;Sambungan Besi;Reducing Socket 3/8x1/4;PCS;7.000;0 %;7.000;8.000;0 %;8.000;;
RJ1639;Sambungan Besi;Reducing Socket 3x1;PCS;95.000;0 %;95.000;110.000;0 %;110.000;;
RJ1641;Sambungan Besi;Reducing Socket 3x11/2;PCS;95.000;0 %;95.000;110.000;0 %;110.000;;
RJ1640;Sambungan Besi;Reducing Socket 3x11/4;PCS;95.000;0 %;95.000;110.000;0 %;110.000;;
RJ1642;Sambungan Besi;Reducing Socket 3x2;PCS;95.000;0 %;95.000;110.000;0 %;110.000;;
RJ1643;Sambungan Besi;Reducing Socket 3x21/2;PCS;95.000;0 %;95.000;110.000;0 %;110.000;;
RJ1638;Sambungan Besi;Reducing Socket 3x3/4;PCS;95.000;0 %;95.000;110.000;0 %;110.000;;
RJ1644;Sambungan Besi;Reducing Socket 4x1;PCS;175.000;0 %;175.000;190.000;0 %;190.000;;
RJ1646;Sambungan Besi;Reducing Socket 4x11/2;PCS;175.000;0 %;175.000;190.000;0 %;190.000;;
RJ1645;Sambungan Besi;Reducing Socket 4x11/4;PCS;175.000;0 %;175.000;190.000;0 %;190.000;;
RJ1647;Sambungan Besi;Reducing Socket 4x2;PCS;175.000;0 %;175.000;190.000;0 %;190.000;;
RJ1648;Sambungan Besi;Reducing Socket 4x21/2;PCS;175.000;0 %;175.000;190.000;0 %;190.000;;
RJ1649;Sambungan Besi;Reducing Socket 4x3;PCS;175.000;0 %;175.000;190.000;0 %;190.000;;
RJ1650;Sambungan Besi;Reducing Socket 6x2;PCS;550.000;0 %;550.000;600.000;0 %;600.000;;
RJ1651;Sambungan Besi;Reducing Socket 6x21/2;PCS;550.000;0 %;550.000;600.000;0 %;600.000;;
RJ1652;Sambungan Besi;Reducing Socket 6x3;PCS;550.000;0 %;550.000;600.000;0 %;600.000;;
RJ1653;Sambungan Besi;Reducing Socket 6x4;PCS;550.000;0 %;550.000;600.000;0 %;600.000;;
RJ1151;Sambungan Besi;RN 1X1/2 VDNEPLE 1X1/2 G GALVANIS;PCS;17.500;0 %;17.500;20.000;0 %;20.000;;
RJ1157;Sambungan Besi;RS 11/2 X 1/2 R SOCK 11/2 X 1/2 G;PCS;30.000;0 %;30.000;35.000;0 %;35.000;;
RJ1159;Sambungan Besi;RS 11/2 X 11/4 R SOCK 11/2 X 11/4 G;PCS;30.000;0 %;30.000;35.000;0 %;35.000;;
RJ1158;Sambungan Besi;RS 11/2 X 3/4 R SOCK 11/2 X 3/4 G;PCS;30.000;0 %;30.000;35.000;0 %;35.000;;
RJ1156;Sambungan Besi;RS 11/4 X 1 R SOCK 11/4 X 1 G;PCS;25.000;0 %;25.000;30.000;0 %;30.000;;
RJ1154;Sambungan Besi;RS 11/4 X 1/2 R SOCK 11/4 X 1/2 G;PCS;25.000;0 %;25.000;30.000;0 %;30.000;;
RJ1155;Sambungan Besi;RS 11/4 X 3/4 R SOCK 11/4 X 3/4 G;PCS;25.000;0 %;25.000;30.000;0 %;30.000;;
RJ1162;Sambungan Besi;RS 2 X 1 R SOCK 2X1 G;PCS;40.000;0 %;40.000;50.000;0 %;50.000;;
RJ1160;Sambungan Besi;RS 2 X 1/2 R SOCK 2 X 1/2 G;PCS;40.000;0 %;40.000;50.000;0 %;50.000;;
RJ1161;Sambungan Besi;RS 2 X 3/4 R SOCK 2 X 3/4 G;PCS;40.000;0 %;40.000;50.000;0 %;50.000;;
RJ667;Sambungan Besi;Tee 1 Besi  Galunggung;PCS;20.000;0 %;20.000;25.000;0 %;25.000;;
RJ665;Sambungan Besi;Tee 1/2 Besi  Galunggung;PCS;10.000;0 %;10.000;12.000;0 %;12.000;;
RJ1690;Sambungan Besi;Tee 11/2 Besi;1pcs;40.000;0 %;40.000;50.000;0 %;50.000;;
RJ1689;Sambungan Besi;Tee 11/4 Besi;1pcs;32.500;0 %;32.500;35.000;0 %;35.000;;
RJ684;Sambungan Besi;Tee 11/4x1/2 Besi  ;PCS;50.000;0 %;50.000;50.000;0 %;50.000;;
RJ685;Sambungan Besi;Tee 11/4x1/2 Dragon Besi Drat Dlm;PCS;50.000;0 %;50.000;50.000;0 %;50.000;;
RJ1691;Sambungan Besi;"Tee 2""besi";1pcs;60.000;0 %;60.000;70.000;0 %;70.000;;
RJ1692;Sambungan Besi;"Tee 21/2""besi";1pcs;135.000;0 %;135.000;150.000;0 %;150.000;;
RJ666;Sambungan Besi;Tee 3/4 Besi  Galunggung;PCS;12.000;0 %;12.000;15.000;0 %;15.000;;
RJ734;Sambungan Besi;V Sok 1/2x11/4;PCS;27.500;0 %;27.500;30.000;0 %;30.000;;
RJ735;Sambungan Besi;V SOK 11/4X1;PCS;20.000;0 %;20.000;25.000;0 %;25.000;;
RJ736;Sambungan Besi;V SOK BESI TSP 1x3/4;PCS;15.000;0 %;15.000;20.000;0 %;20.000;;
RJ737;Sambungan Besi;V SOK BESI TSP 2X11/4;PCS;35.000;0 %;35.000;40.000;0 %;40.000;;
RJ672;Sambungan Besi;Water Moor 1 Besi;PCS;50.000;0 %;50.000;50.000;0 %;50.000;;
RJ1686;Sambungan Besi;"Watermoor 1/2"" Besi";1pcs;25.000;0 %;25.000;35.000;0 %;35.000;;
RJ1687;Sambungan Besi;Watermoor 3/4 Besi;1pcs;35.000;0 %;35.000;40.000;0 %;40.000;;
RJ674;Sambungan Besi;Watter Moor 11/2 Besi;PCS;75.000;0 %;75.000;75.000;0 %;75.000;;
RJ673;Sambungan Besi;Watter Moor 11/4 Besi;PCS;65.000;0 %;65.000;65.000;0 %;65.000;;
RJ675;Sambungan Besi;Watter Moor 2 Besi;PCS;100.000;0 %;100.000;100.000;0 %;100.000;;
RJ1824;Saringan Got Isco;Sargot Isco 602,603;1pcs;35.000;0 %;35.000;40.000;0 %;40.000;;
RJ1534;Seal;Kancing Seal /snapring Smz/national;PCS;750;0 %;750;1.500;0 %;1.500;;
RJ1115;Seal;SEAL 250/226;PCS;8.750;0 %;8.750;15.000;0 %;15.000;;
RJ1116;Seal;SEAL 255 KEONG;PCS;8.750;0 %;8.750;15.000;0 %;15.000;;
RJ1114;Seal;SEAL 260;PCS;8.750;0 %;8.750;15.000;0 %;15.000;;
RJ1110;Seal;Seal DAB;PCS;5.000;0 %;5.000;7.500;0 %;7.500;;
RJ1113;Seal;SEAL DAP125;PCS;5.000;0 %;5.000;7.500;0 %;7.500;;
RJ1111;Seal;SEAL NATIONAL;PCS;5.000;0 %;5.000;7.500;0 %;7.500;;
RJ1481;Seal;Seal National 200;1pcs;7.500;0 %;7.500;10.000;0 %;10.000;;
