Kode;Kategori;Deskripsi;Satuan;Harga Beli;Diskon Beli;Total Beli;Harga Jual;Diskon Jual;Total Jual;;
RJ605;Isco;Kran Double Shower WD SC 1039;PCS;50.000;0 %;50.000;60.000;0 %;60.000;;
RJ745;Isco;Kran Hitter Isco Set Shower;PCS;250.000;0 %;250.000;275.000;0 %;275.000;;
RJ1148;Isco;Kran Isco Pvc 3/4kpl Mahkota/cristal;PCS;13.500;0 %;13.500;15.000;0 %;15.000;;
RJ127;Isco;Kran Pvc Isco Gg Chrom 1/2;PCS;13.500;0 %;13.500;15.000;0 %;15.000;;
RJ2033;Jet Shower;Jet Shower Abs Putih Wilmer;1pcs;45.000;0 %;45.000;50.000;0 %;50.000;;
RJ2034;Jet Shower;Jet Shower Black Bano;1pcs;45.000;0 %;45.000;60.000;0 %;60.000;;
RJ1314;Jp;Cap Mesin Cuci 4 + 10uf;1pcs;30.000;0 %;30.000;35.000;0 %;35.000;;
RJ1315;Jp;Cap Mesin Cuci 4 + 12uf;1pcs;30.000;0 %;30.000;35.000;0 %;35.000;;
RJ1316;Jp;Cap Mesin Cuci 5 + 10uf;1pcs;26.000;0 %;26.000;35.000;0 %;35.000;;
RJ1317;Jp;Cap Mesin Cuci 5 + 12uf;1pcs;28.500;0 %;28.500;35.000;0 %;35.000;;
RJ1318;Jp;Cap Mesin Cuci 6 + 10uf;1pcs;28.500;0 %;28.500;35.000;0 %;35.000;;
RJ1319;Jp;Cap Mesin Cuci 6 +12uf;1pcs;31.000;0 %;31.000;35.000;0 %;35.000;;
RJ1460;Jp;Capasitor 10uf Bulat Baleno;1pcs;13.000;0 %;13.000;16.000;0 %;16.000;;
RJ1835;Jp;CAPASITOR 250 UF JP;1pcs;55.000;0 %;55.000;65.000;0 %;65.000;;
RJ1374;Jp;Capasitor 25uf Jp;PCS;32.500;0 %;32.500;40.000;0 %;40.000;;
RJ1092;Jp;Capasitor 300uf;PCS;60.000;0 %;60.000;70.000;0 %;70.000;;
RJ1375;Jp;Capasitor 30uf Jp;PCS;37.500;0 %;37.500;45.000;0 %;45.000;;
RJ1435;Jp;Capasitor 400 Uf Jp;PCS;75.000;0 %;75.000;85.000;0 %;85.000;;
RJ1459;Jp;Capasitor 8 Uf Bulat Baleno;1pcs;11.000;0 %;11.000;15.000;0 %;15.000;;
RJ598;Jp;Capasitor Bulat 10uf Jp;PCS;15.500;0 %;15.500;18.000;0 %;18.000;;
RJ597;Jp;Capasitor Bulat 8uf Jp;PCS;14.500;0 %;14.500;17.000;0 %;17.000;;
RJ523;Jp;Capasitor Kotak Jp 10 Uf;PCS;14.000;0 %;14.000;19.000;0 %;19.000;;
RJ656;Jp;Capasitor Kotak Jp 12uf;PCS;15.000;0 %;15.000;20.000;0 %;20.000;;
RJ525;Jp;Capasitor Kotak Jp 14uf;PCS;17.500;0 %;17.500;20.000;0 %;20.000;;
RJ524;Jp;Capasitor Kotak Jp 16uf;PCS;18.500;0 %;18.500;22.000;0 %;22.000;;
RJ526;Jp;Capasitor Kotak Jp 20uf;PCS;25.000;0 %;25.000;30.000;0 %;30.000;;
RJ522;Jp;Capasitor Kotak Jp 8uf;PCS;13.000;0 %;13.000;15.000;0 %;15.000;;
RJ599;Jp;Capasitor Starting 100uf Jp;PCS;30.000;0 %;30.000;35.000;0 %;35.000;;
RJ600;Jp;Capasitor Starting 150uf Jp;PCS;37.500;0 %;37.500;40.000;0 %;40.000;;
RJ601;Jp;Capasitor Starting 200uf Jp;PCS;47.500;0 %;47.500;55.000;0 %;55.000;;
RJ742;Jp;Casing Cover Smz Lob 3 Jp;Pcs;25.000;0 %;25.000;35.000;0 %;35.000;;
RJ1100;Jp;Difuser Db 100 Jp;PCS;20.000;0 %;20.000;25.000;0 %;25.000;;
RJ1093;Jp;Difuser Roda Db-505;PCS;60.000;0 %;60.000;75.000;0 %;75.000;;
RJ1522;Jp;Foot Klep Jet Pump Mata Jet;1pcs;40.000;0 %;40.000;40.000;0 %;40.000;;
RJ1520;Jp;Impellar 255 Pedrolo ;1pcs;35.000;0 %;35.000;40.000;0 %;40.000;;
RJ1098;Jp;Impellar Db 100 Drat Jp;PCS;22.500;0 %;22.500;25.000;0 %;25.000;;
RJ1521;Jp;Impellar Grounfoss Jp Basic ;1pcs;45.000;0 %;45.000;50.000;0 %;50.000;;
RJ1877;Jp;Kapasitor 250 Uf Jp;1pcs;55.000;0 %;55.000;65.000;0 %;65.000;;
RJ1532;Jp;Kapasitor jp 4 Uf Kotak Hitam;Pcs ;10.000;0 %;10.000;12.500;0 %;12.500;;
RJ1518;Jp;Kapasitor Kotak Hitam Jp 5 Uf;1pcs;12.000;0 %;12.000;15.000;0 %;15.000;;
RJ1519;Jp;Kapasitor Kotak Htam Jp 1,5 Uf;1pcs;8.000;0 %;8.000;12.000;0 %;12.000;;
RJ602;Jp;Mata Jet Model Sanyo Jet Pump;PCS;165.000;0 %;165.000;175.000;0 %;175.000;;
RJ1834;Jp;OTOMATIS SMZ 3/8 JP;1pcs;55.000;0 %;55.000;65.000;0 %;65.000;;
RJ657;Jp;Otomatis SQ1 KOTAK Jet Pump  Jp;PCS;65.000;0 %;65.000;75.000;0 %;75.000;;
RJ1376;Jp;Plendes Hitam Jp;PCS;8.500;0 %;8.500;10.000;0 %;10.000;;
RJ743;Jp;Seal Dap Lobang 13 Mm;PCS;10.000;0 %;10.000;10.000;0 %;10.000;;
RJ1094;Jp;Seal DB-255 Keong;PCS;8.750;0 %;8.750;15.000;0 %;15.000;;
RJ1095;Jp;Seal DB-505 Keong;PCS;20.000;0 %;20.000;25.000;0 %;25.000;;
RJ1099;Jp;Suling Db 100 Jp;PCS;15.000;0 %;15.000;20.000;0 %;20.000;;
RJ1533;Jp;Tusen Klep 1/2jp;Pcs ;10.000;0 %;10.000;12.000;0 %;12.000;;
RJ1880;KIPAS ANGIN;Panasonic Kipas Angin F-EQ405;1pcs;650.000;0 %;650.000;650.000;0 %;650.000;;
RJ441;Klem Plat;Klem 1 Plat;Pcs;300;0 %;300;1.500;0 %;1.500;;
RJ1022;Klem Plat;KLEM 1 SELANG KUPING GG kuning 1;PCS;1.500;0 %;1.500;2.000;0 %;2.000;;
RJ1020;Klem Plat;KLEM 1/2 SELANG KUPING GG kuning 1/2;PCS;1.500;0 %;1.500;2.000;0 %;2.000;;
RJ443;Klem Plat;Klem 11/2 Plat;Pcs;450;0 %;450;2.000;0 %;2.000;;
RJ752;Klem Plat;Klem 11/2 SELANG Kuping GG kuning  11/2;PCS;2.250;0 %;2.250;3.000;0 %;3.000;;
RJ442;Klem Plat;Klem 11/4 Plat;Pcs;400;0 %;400;2.000;0 %;2.000;;
RJ751;Klem Plat;Klem 11/4 SELANG Kuping GG kuning11/4;PCS;2.000;0 %;2.000;2.500;0 %;2.500;;
RJ444;Klem Plat;Klem 2 Plat;Pcs;500;0 %;500;2.500;0 %;2.500;;
RJ1021;Klem Plat;KLEM 3/4 SELANG KUPING GG kuning3/4;PCS;1.500;0 %;1.500;2.000;0 %;2.000;;
RJ730;Klem Plat;Klem 4Talang Kotak Plat 4;PCS;1.500;0 %;1.500;2.500;0 %;2.500;;
RJ439;Klem Plat;Klem Plat 1/2;1pcs;150;0 %;150;1.500;0 %;1.500;;
RJ445;Klem Plat;Klem Plat 21/2;Pcs;600;0 %;600;2.500;0 %;2.500;;
RJ446;Klem Plat;Klem Plat 3;Pcs;700;0 %;700;2.500;0 %;2.500;;
RJ440;Klem Plat;Klem Plat 3/4;Pcs;175;0 %;175;1.500;0 %;1.500;;
RJ447;Klem Plat;Klem Plat 4;Pcs;800;0 %;800;2.500;0 %;2.500;;
RJ438;Klem Plat;Klem Pvc 1;1 Bungkus;50.000;0 %;50.000;2.000;0 %;2.000;;
RJ436;Klem Plat;Klem Pvc 1/2;1 Bungkus;40.000;0 %;40.000;1.500;0 %;1.500;;
RJ437;Klem Plat;Klem Pvc 3/4 ;1 Bungkus;40.000;0 %;40.000;1.500;0 %;1.500;;
RJ724;Klem Plat;"Klem Slang 1""";PCS;1.250;0 %;1.250;2.500;0 %;2.500;;
RJ726;Klem Plat;"Klem Slang 11/2""";PCS;3.000;0 %;3.000;4.000;0 %;4.000;;
RJ725;Klem Plat;"Klem Slang 11/4""";PCS;2.250;0 %;2.250;4.000;0 %;4.000;;
RJ728;Klem Plat;"Klem Slang 2 1/2""";PCS;5.500;0 %;5.500;7.500;0 %;7.500;;
RJ727;Klem Plat;"Klem Slang 2""";PCS;3.500;0 %;3.500;5.000;0 %;5.000;;
RJ729;Klem Plat;"Klem Slang 3""";PCS;6.000;0 %;6.000;7.500;0 %;7.500;;
RJ722;Klem Plat;Klem Slang 3/4 Ss;PCS;1.500;0 %;1.500;2.500;0 %;2.500;;
RJ721;Klem Plat;Klem Slang 5/8;PCS;1.000;0 %;1.000;2.000;0 %;2.000;;
RJ723;Klem Plat;Klem Slang 7/8 Ss;PCS;1.500;0 %;1.500;3.000;0 %;3.000;;
RJ731;Klem Plat;"Klem Slang Gagang 1""";PCS;1.500;0 %;1.500;2.500;0 %;2.500;;
RJ732;Klem Plat;"Klem Slang gagang 11/4""";PCS;2.250;0 %;2.250;3.000;0 %;3.000;;
RJ733;Klem Plat;"Klem Slang Gagang 11/4""";PCS;2.250;0 %;2.250;3.500;0 %;3.500;;
RJ1389;Klem Pvc;Klem Pvc 1/2 ARROW ;1 Bungkus;50.000;0 %;50.000;50.000;0 %;50.000;;
RJ1390;Klem Pvc;Klem Pvc 3/4 ARROW;1 Bungkus;60.000;0 %;60.000;60.000;0 %;60.000;;
RJ1308;Koh Tris;"Modal + Jual Ball Valve Hsg 2""";1pcs;50.000;0 %;50.000;85.000;0 %;85.000;;
RJ1309;Koh Tris;"Modal + Jual Ball Valve Onda 1""";1pcs;26.000;0 %;26.000;50.000;0 %;50.000;;
RJ1310;Koh Tris;Modal + Jual Ball Valve Onda 11/4;1pcs;39.500;0 %;39.500;70.000;0 %;70.000;;
RJ1311;Koh Tris;"Modal + Jual Ballvalve Onda 2""";1pcs;77.500;0 %;77.500;100.000;0 %;100.000;;
RJ1312;Koh Tris;"Modal +jual Ball Valve Pinguin 1""";1pcs;75.000;0 %;75.000;75.000;0 %;75.000;;
RJ1313;Koh Tris;"Modal +jual Ball Valve Pinguin 11/2""";1pcs;100.000;0 %;100.000;100.000;0 %;100.000;;
RJ1307;Koh Tris;Modal+jual Ball Valve Hsg 11/4;1pcs;22.500;0 %;22.500;50.000;0 %;50.000;;
RJ1444;KRAN; Jopex kran 1/2;PCS;35.000;0 %;35.000;40.000;0 %;40.000;;
RJ1755;KRAN;IGM Kran Hitter Ik 053;1pcs;550.000;0 %;550.000;550.000;0 %;550.000;;
RJ1754;KRAN;IGM Kran Hitter Ik 054;1pcs;500.000;0 %;500.000;500.000;0 %;500.000;;
RJ117;KRAN;KRAN AMICO 1\2;LUSIN;165.000;0 %;165.000;15.000;0 %;15.000;;
RJ118;KRAN;KRAN AMICO 3/4;LUSIN;170.000;0 %;170.000;15.000;0 %;15.000;;
RJ124;KRAN;Kran Angsa  Dolphin Pvc 1/2;PCS;28.500;0 %;28.500;35.000;0 %;35.000;;
RJ2032;KRAN;Kran Angsa Alir Pvc;1pcs;30.000;0 %;30.000;35.000;0 %;35.000;;
RJ148;KRAN;Kran Angsa Brachio Stainlies Kpl Bsr ;PCS;135.000;0 %;135.000;150.000;0 %;150.000;;
RJ145 ;KRAN;Kran Angsa Chrom Isco Kpl Bsr 1/2;PCS;65.000;0 %;65.000;75.000;0 %;75.000;;
RJ1881;KRAN;Kran Angsa Classic Hitam Baling;1pcs;60.000;0 %;60.000;70.000;0 %;70.000;;
RJ146;KRAN;Kran Angsa Isco Kpl Kcl 1/2;PCS;50.000;0 %;50.000;65.000;0 %;65.000;;
RJ143;KRAN;Kran Angsa Might 1/2;PCS;22.000;0 %;22.000;30.000;0 %;30.000;;
RJ1723;KRAN;KRAN ANGSA STAINLESS HITAM KITCHEN SET ;PCS;185.000;0 %;185.000;200.000;0 %;200.000;;
RJ1437;KRAN;Kran Angsa Vino Gg Cristal;PCS;30.000;0 %;30.000;35.000;0 %;35.000;;
RJ137;KRAN;Kran Arcel Besi 1/2;PCS;17.500;0 %;17.500;20.000;0 %;20.000;;
RJ114;KRAN;KRAN BEAUFOURT 1/2;PCS;21.500;0 %;21.500;22.500;0 %;22.500;;
RJ129;KRAN;Kran Besi Bonnuci 1/2;PCS;13.500;0 %;13.500;15.000;0 %;15.000;;
RJ130;KRAN;Kran besi Bonnuci 3/4;PCS;14.500;0 %;14.500;15.000;0 %;15.000;;
RJ134;KRAN;Kran brachio Gg Panjang Kuningan 1/2;PCS;40.000;0 %;40.000;50.000;0 %;50.000;;
RJ135;KRAN;Kran brachio Gg Panjang Kuningan 3/4;PCS;40.000;0 %;40.000;50.000;0 %;50.000;;
RJ121;KRAN;KRAN DOLPIN 1/2;LUSIN;75.000;0 %;75.000;10.000;0 %;10.000;;
RJ122;KRAN;KRAN DOLPIN 3/4;LUSIN;85.000;0 %;85.000;10.000;0 %;10.000;;
RJ123;KRAN;Kran Double Shower Dolpin Pvc;PCS;28.000;0 %;28.000;35.000;0 %;35.000;;
RJ141;KRAN;Kran Eifell Gg Kristal Two Way;PCS;120.000;0 %;120.000;15.000;0 %;15.000;;
RJ125;KRAN;Kran Gagang Oren 1/2;PCS;10.000;0 %;10.000;15.000;0 %;15.000;;
RJ126;KRAN;Kran Gagang Oren 3/4 ARS;PCS;10.000;0 %;10.000;12.000;0 %;12.000;;
RJ1757;KRAN;Kran Home Care 1/2 Pvc;1pcs;9.500;0 %;9.500;12.000;0 %;12.000;;
RJ147;KRAN;Kran Home Care 3/4 Pvc;PCS;10.000;0 %;10.000;15.000;0 %;15.000;;
RJ142;KRAN;Kran Isco Pvc 1/2 Tipe 8188;PCS;13.000;0 %;13.000;15.000;0 %;15.000;;
RJ1413;KRAN;Kran Jopex 3/4;PCS;55.000;0 %;55.000;55.000;0 %;55.000;;
RJ115;KRAN;KRAN KUNINGAN ISCO 1/2BLISTER;PCS;27.500;0 %;27.500;30.000;0 %;30.000;;
RJ138;KRAN;Kran Lotus Gg Gepeng Two Way;PCS;87.500;0 %;87.500;10.000;0 %;10.000;;
RJ131;KRAN;Kran Model Onda 1/2;PCS;105.000;0 %;105.000;10.000;0 %;10.000;;
RJ132;KRAN;Kran Model Onda 3/4;PCS;110.000;0 %;110.000;12.000;0 %;12.000;;
RJ119;KRAN;KRAN NARITA 1/2;LUSIN;125.000;0 %;125.000;12.000;0 %;12.000;;
RJ120;KRAN;KRAN NARITA 3/4;LUSIN;130.000;0 %;130.000;12.000;0 %;12.000;;
RJ1461;KRAN;Kran Narita Body Besar 1/2 Pvc;1pcs;140.000;0 %;140.000;15.000;0 %;15.000;;
RJ1462;KRAN;Kran Narita Body Besar 3/4 Pvc;1pcs;155.000;0 %;155.000;15.000;0 %;15.000;;
RJ144;KRAN;Kran Oracle Chrome 1/2;PCS;30.000;0 %;30.000;40.000;0 %;40.000;;
RJ1359;KRAN;Kran Paory Sonic 3/4 Kuningan;PCS;37.500;0 %;37.500;40.000;0 %;40.000;;
RJ1358;KRAN;Kran Paory Sonic Kningan 1/2;PCS;40.000;0 %;40.000;42.500;0 %;42.500;;
RJ741;KRAN;Kran Pvc CROSCOW 3/4;PCS;120.000;0 %;120.000;12.000;0 %;12.000;;
RJ133;KRAN;Kran Pvc Flo 1/2;PCS;70.000;0 %;70.000;7.500;0 %;7.500;;
RJ128;KRAN;Kran Pvc Gg Chrom 3/4;PCS;14.500;0 %;14.500;15.000;0 %;15.000;;
RJ140;KRAN;Kran Pvc Julio 1/2;PCS;8.500;0 %;8.500;10.000;0 %;10.000;;
RJ139;KRAN;Kran Pvc Lotus Bening Two Way/dakar;PCS;65.000;0 %;65.000;10.000;0 %;10.000;;
RJ136;KRAN;Kran Pvc Transparan MDN STIR BALING;PCS;55.000;0 %;55.000;7.500;0 %;7.500;;
RJ1735;KRAN;Kran Pvc Vegas 1/2 Pvc;PCS;11.500;0 %;11.500;12.000;0 %;12.000;;
RJ1734;KRAN;Kran Pvc Vegas 3/4;PCS;11.500;0 %;11.500;13.000;0 %;13.000;;
RJ1997;KRAN;Kran Shower croom Wanly Engkel;1pcs;20.000;0 %;20.000;25.000;0 %;25.000;;
RJ1120;KRAN;Kran Shower Egkle Fioni 20151S301BBA;PCS;30.000;0 %;30.000;40.000;0 %;40.000;;
RJ112;KRAN;KRAN SINLOG 1/2;PCS;18.500;0 %;18.500;20.000;0 %;20.000;;
RJ113;KRAN;KRAN SINLOG 3/4;PCS;20.000;0 %;20.000;22.500;0 %;22.500;;
RJ1716;KRAN;KRAN SINLOG NIKEL/CROOM 3/4;1pcs;17.500;0 %;17.500;20.000;0 %;20.000;;
RJ1406;KRAN;Kran Taman Abs ALIR;PCS;15.000;0 %;15.000;17.000;0 %;17.000;;
RJ1118;KRAN;Kran Taman Abs Sosu 1/2;PCS;35.000;0 %;35.000;5.000;0 %;5.000;;
RJ116;KRAN;KRAN TAMAN KUNCI 1/2;PCS;32.500;0 %;32.500;35.000;0 %;35.000;;
RJ1119;KRAN;Kran Taman Sosu 3/4;PCS;3.500;0 %;3.500;5.000;0 %;5.000;;
RJ1131;KRAN;Kran Tee Shower Fioni;PCS;32.500;0 %;32.500;35.000;0 %;35.000;;
RJ1758;KRAN;Kran Vegas 1/2 Pvc;1pcs;12.000;0 %;12.000;13.000;0 %;13.000;;
RJ1759;KRAN;Kran Vegas 3/4 Pvc;1pcs;11.500;0 %;11.500;13.000;0 %;13.000;;
RJ1089;KRAN SOLIGEN;Jet Shower Soligen Putih;PCS;75.000;0 %;75.000;85.000;0 %;85.000;;
RJ1082;KRAN SOLIGEN;Kran Angsa Soligen Pvc;PCS;50.000;0 %;50.000;50.000;0 %;50.000;;
RJ1081;KRAN SOLIGEN;Kran Double Shower Soligen Pvc;PCS;40.000;0 %;40.000;45.000;0 %;45.000;;
RJ1130;KRAN SOLIGEN;Kran Kuningan Soligen 3/4;PCS;32.500;0 %;32.500;35.000;0 %;35.000;;
RJ1555;Kranz;Ball Valv 1 Kranz Kuningan;1pcs;236.000;2000 %;236.000;200.000;0 %;200.000;;
RJ1553;Kranz;Ball Valv 1/2 Kranz Kuningan;1pcs;112.700;2000 %;112.700;100.000;0 %;100.000;;
RJ1554;Kranz;Ball Valv 3/4 Kranz Kuningan;1pcs;150.000;2000 %;150.000;130.000;0 %;130.000;;
RJ1557;Kranz;Ball Valve 11/2 Kranz Kuningan;1pcs;497.000;2000 %;497.000;450.000;0 %;450.000;;
RJ1556;Kranz;Ball Valve 11/4 Kranz Kuningan;1pcs;385.000;2000 %;385.000;335.000;0 %;335.000;;
RJ1559;Kranz;Ball Valve 21/2 Kranz Kuningan;1pcs;1.777.000;2000 %;1.777.000;1.500.000;0 %;1.500.000;;
RJ1560;Kranz;Ball Valve 3 Kranz Kuningan;1pcs;2.410.000;2000 %;2.410.000;2.250.000;0 %;2.250.000;;
RJ1561;Kranz;Ball Valve 4 Kranz Kuningan;1pcs;4.289.000;2000 %;4.289.000;3.750.000;0 %;3.750.000;;
RJ1583;Kranz;CA(BRASS);1pcs;90.300;2000 %;90.300;75.000;0 %;75.000;;
RJ1831;Kranz;CA-P ;1pcs;12.700;2000 %;12.700;20.000;0 %;20.000;;
RJ1571;Kranz;Check Valve 1 Kranz Kuningan;1pcs;254.000;2000 %;254.000;220.000;0 %;220.000;;
RJ1404;Kranz;Check Valve 1/2 Kranz Kuningan;PCS;113.000;2000 %;113.000;95.000;0 %;95.000;;
RJ1573;Kranz;Check Valve 11/2 Kranz Kuningan;1pcs;504.000;2000 %;504.000;425.000;0 %;425.000;;
RJ1572;Kranz;Check Valve 11/4 Kranz Kuningan;1pcs;394.000;2000 %;394.000;325.000;0 %;325.000;;
RJ1570;Kranz;Check Valve 3/4 Kranz Kuningan;1pcs;160.000;2000 %;160.000;140.000;0 %;140.000;;
RJ1577;Kranz;Filter Tusen 1 Kranz;1pcs;8.800;2000 %;8.800;12.000;0 %;12.000;;
RJ1576;Kranz;Filter Tusen 1/2kranz;1pcs;5.300;2000 %;5.300;7.500;0 %;7.500;;
RJ1579;Kranz;Filter Tusen 11/2;1pcs;18.400;2000 %;18.400;20.000;0 %;20.000;;
RJ1578;Kranz;Filter Tusen 11/4;1pcs;13.400;2000 %;13.400;15.000;0 %;15.000;;
RJ1580;Kranz;Filter Tusen 2;1pcs;27.600;1000 %;27.600;30.000;0 %;30.000;;
RJ1402;Kranz;Filter Tusen 3/4 Kranz;PCS;7.200;2000 %;7.200;7.500;0 %;7.500;;
RJ1563;Kranz;Gate Valve 1 Kuningan Kranz;1pcs;214.000;2000 %;214.000;185.000;0 %;185.000;;
RJ1565;Kranz;Gate Valve 11/2 Kuningan Kranz;1pcs;417.000;2000 %;417.000;350.000;0 %;350.000;;
RJ1564;Kranz;Gate Valve 11/4 Kuningan Kranz;1pcs;319.000;2000 %;319.000;275.000;0 %;275.000;;
RJ1566;Kranz;Gate Valve 2 Kuningan Kranz;1pcs;621.000;2000 %;621.000;525.000;0 %;525.000;;
RJ1567;Kranz;"Gate Valve 21/2; Kuningan Kranz";1pcs;1.323.000;2000 %;1.323.000;1.250.000;0 %;1.250.000;;
RJ1568;Kranz;Gate Valve 3 Kuningan Kranz;1pcs;1.813.000;2000 %;1.813.000;1.600.000;0 %;1.600.000;;
RJ1562;Kranz;Gate Valve 3/4 Kuningan Kranz;1pcs;131.800;2000 %;131.800;110.000;0 %;110.000;;
RJ1569;Kranz;Gate Valve 4kuningan Kranz;1pcs;3.247.000;2000 %;3.247.000;3.000.000;0 %;3.000.000;;
RJ262;Kranz;Gate Valve Kuningan Kranz 1/2;PCS;91.800;2000 %;91.800;75.000;0 %;75.000;;
RJ1301;Kranz;hand shower  S-09 Chrom;1pcs;144.000;2000 %;144.000;130.000;0 %;130.000;;
RJ1300;Kranz;hand Shower S-08 Chrom;1pcs;148.000;2000 %;148.000;135.000;0 %;135.000;;
RJ247;Kranz;Hand Shower SO2 Pvc Kranz ;PCS;104.000;2000 %;104.000;100.000;0 %;100.000;;
RJ246;Kranz;Hand Shower SO3 Chrom Kranz ;PCS;103.000;2000 %;103.000;135.000;0 %;135.000;;
RJ1299;Kranz;Hand Showerhitam  S-07chrom;1pcs;148.000;2000 %;148.000;135.000;0 %;135.000;;
RJ245;Kranz;"Jet Shower S01 Chrom Kranz 1/2""";PCS;109.000;2000 %;109.000;100.000;0 %;100.000;;
RJ1306;Kranz;Jet Shower S-01 Putih Kranz;1pcs;96.000;2000 %;96.000;90.000;0 %;90.000;;
RJ1830;Kranz;JS 03 CHROME KRANZ Jet Shower;1pcs;99.000;2000 %;99.000;90.000;0 %;90.000;;
RJ1829;Kranz;JS 03 PUTIH Jet Shower;1pcs;92.500;2000 %;92.500;85.000;0 %;85.000;;
RJ261;Kranz;Kc 01 Kranz;PCS;74.000;2000 %;74.000;65.000;0 %;65.000;;
RJ1584;Kranz;KC-02(BRASS);1pcs;100.800;2000 %;100.800;85.000;0 %;85.000;;
RJ1826;Kranz;Kd Eco-03 Kran Angsa Tanam;PCS;127.000;2000 %;127.000;120.000;0 %;120.000;;
RJ1589;Kranz;KD=02A;1pcs;113.500;2000 %;113.500;110.000;0 %;110.000;;
RJ1590;Kranz;KD=02N;1pcs;163.500;2000 %;163.500;150.000;0 %;150.000;;
RJ1591;Kranz;KD=03 Kran Angsa Tanam;1pcs;184.000;2000 %;184.000;165.000;0 %;165.000;;
RJ1592;Kranz;KD=05 Kran angsa Tembok Flexsi;1pcs;235.000;2000 %;235.000;200.000;0 %;200.000;;
RJ1593;Kranz;KD=05N;1pcs;211.500;2000 %;211.500;175.000;0 %;175.000;;
RJ1594;Kranz;Kd=06 Kran angsa;1pcs;174.000;2000 %;174.000;150.000;0 %;150.000;;
RJ1595;Kranz;Kd=08 Kran Angsa Tanam;1pcs;214.000;2000 %;214.000;185.000;0 %;185.000;;
RJ1587;Kranz;KD-01 Kran Angsa;1pcs;129.000;2000 %;129.000;120.000;0 %;120.000;;
RJ1588;Kranz;KD-02 Kran Angsa;1pcs;177.000;2000 %;177.000;150.000;0 %;150.000;;
RJ1598;Kranz;KDD L16X1/2KUNINGAN HITTER;1pcs;47.700;2000 %;47.700;50.000;0 %;50.000;;
RJ1600;Kranz;KDL L16X1/2 KUNINGAN HITTER;1pcs;43.000;2000 %;43.000;50.000;0 %;50.000;;
RJ1828;Kranz;KDP 04 KRAn Angsa Flexsi ;1pcs;93.700;2000 %;93.700;85.000;0 %;85.000;;
RJ1586;Kranz;KM ECO-02;1pcs;86.000;2000 %;86.000;85.000;0 %;85.000;;
RJ240;Kranz;"Knee Hitter Kranz 1/2""(16x16";PCS;54.000;2000 %;54.000;50.000;0 %;50.000;;
RJ1825;Kranz;kp-02 hitam sw Basin Tap;PCS;37.800;2500 %;37.800;35.000;0 %;35.000;;
RJ248;Kranz;Kran Angsa Flexible KD-09;PCS;233.000;2000 %;233.000;200.000;0 %;200.000;;
RJ1304;Kranz;Kran Angsa KD-07 Kranz Flex;1pcs;208.000;2000 %;208.000;175.000;0 %;175.000;;
RJ1305;Kranz;Kran Angsa KD-09 Kranz Flex;1pcs;233.000;2000 %;233.000;200.000;0 %;200.000;;
RJ253;Kranz;Kran Bc 1/2 Kranz;PCS;29.200;2000 %;29.200;25.000;0 %;25.000;;
RJ254;Kranz;Kran Bc 3/4 Kranz;PCS;50.500;2000 %;50.500;45.000;0 %;45.000;;
RJ250;Kranz;Kran Double Shower kranz KM-01 A;PCS;176.900;2000 %;176.900;150.000;0 %;150.000;;
RJ251;Kranz;Kran Double Shower Kranz KM-01A;PCS;172.700;2000 %;172.700;140.000;0 %;140.000;;
RJ249;Kranz;Kran Hitter Kranz KM-03;PCS;437.000;2000 %;437.000;400.000;0 %;400.000;;
RJ1365;Kranz;Kran Sw Mixer KMeco-02 Stainles;PCS;86.000;2000 %;86.000;95.000;0 %;95.000;;
RJ252;Kranz;Kran Wastafel Cuci Tangan KW-03;PCS;118.000;2000 %;118.000;100.000;0 %;100.000;;
RJ1581;Kranz;KW -01 Wastafel Cuci Tangan;1pcs;161.000;2000 %;161.000;140.000;0 %;140.000;;
RJ1582;Kranz;KW-02 Wastafel Cuci Tangan;1pcs;143.700;2000 %;143.700;130.000;0 %;130.000;;
RJ1827;Kranz;KWP-01 Kran Wastafel Pvc Putih;1pcs;30.300;2000 %;30.300;25.000;0 %;25.000;;
RJ242;Kranz;"Mur Sanyo Kuningan Kranz 1""";PCS;29.500;2000 %;29.500;25.000;0 %;25.000;;
RJ243;Kranz;Otmatis 1/2 Pelampung Bola Kranz ;PCS;152.500;2500 %;152.500;140.000;0 %;140.000;;
RJ466;Kranz;"Otomatis 1 Pelampung Bola Kranz """;Pcs;247.500;2000 %;247.500;200.000;0 %;200.000;;
RJ244;Kranz;Otomatis 3/4 Pelampung bola Kranz ;PCS;210.500;2000 %;210.500;185.000;0 %;185.000;;
RJ1601;Kranz;R SOK S20X16 Kuningan Hitter;1pcs;64.500;2000 %;64.500;55.000;0 %;55.000;;
RJ1401;Kranz;Sdd 16x1/2 Hitter Kranz;PCS;34.300;2000 %;34.300;35.000;0 %;35.000;;
RJ1599;Kranz;SDL 16X1/2 KUNINGAN HITTER;1pcs;30.500;2000 %;30.500;35.000;0 %;35.000;;
RJ1102;Kranz;Seal Tipe Kranz;PCS;3.400;2000 %;3.400;3.500;0 %;3.500;;
RJ1596;Kranz;Slang Flexibel 30cm;1pcs;39.000;2000 %;39.000;40.000;0 %;40.000;;
RJ1597;Kranz;Slang Flexibel 40cm;1pcs;44.000;2000 %;44.000;45.000;0 %;45.000;;
